ACCESSION_NUMBER,HOLDING_ID,ISSUER_NAME,ISSUER_LEI,ISSUER_TITLE,ISSUER_CUSIP,BALANCE,UNIT,OTHER_UNIT_DESC,CURRENCY_CODE,CURRENCY_VALUE,EXCHANGE_RATE,PERCENTAGE,PAYOFF_PROFILE,ASSET_CAT,OTHER_ASSET,ISSUER_TYPE,OTHER_ISSUER,INVESTMENT_COUNTRY,IS_RESTRICTED_SECURITY,FAIR_VALUE_LEVEL,DERIVATIVE_CAT
0001084380-25-000126,155287859,Applied Materials Inc,41BNNE1AFPNAZELZ6K07,"Applied Materials, Inc",038222105,403723,NS,,USD,72694363.38,,1.14537908795,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287752,Accenture PLC,5493000EWHDSR3MZWH98,Accenture plc,G1151C101,310362,NS,,USD,82897690.2,,1.306143645528,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287628,Philip Morris International Inc,HL3H1H2BGXWVG3BSWR90,"Philip Morris International, Inc",718172109,480512,NS,,USD,78827993.6,,1.24202113089,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287767,Mondelez International Inc,549300DV9GIB88LZ5P30,"Mondelez International, Inc",609207105,861788,NS,,USD,55749065.72,,0.878387416568,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287666,ConocoPhillips,WPTL2Z3FIYTHSP5V2253,ConocoPhillips,20825C104,907597,NS,,USD,86530297.98,,1.363379348442,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287843,Smurfit WestRock PLC,635400EGSEOPDW2EXS14,Smurfit WestRock plc,G8267P108,1278423,NS,,USD,56736412.74,,0.893944147196,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287862,Sanofi SA,549300E9PC51EN656011,Sanofi (ADR),80105N105,1007742,NS,,USD,45993344.88,,0.724675380057,Long,EC,,CORP,,FR,N,1,
0001084380-25-000126,155287658,HCA Healthcare Inc,529900PH4ZGUH2MNEU89,"HCA, Inc",40412C101,165385,NS,,USD,58544636.15,,0.922434681866,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287700,TE Connectivity PLC,6367003TB6K484NFHE54,TE Connectivity plc,G87052109,436000,NS,,USD,89707000,,1.413431758191,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287632,Johnson & Johnson,549300G0CFPGEF6X2043,Johnson & Johnson,478160104,840622,NS,,USD,138484068.28,,2.18196774065,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287723,EOG Resources Inc,XWTZDRYZPBUHIQBKDB46,"EOG Resources, Inc",26875P101,595456,NS,,USD,71466629.12,,1.126034793818,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287788,Deere & Co,PWFTNG3EI0Y73OXWDH08,Deere & Co,244199105,105941,NS,,USD,55552282.17,,0.875286876822,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287804,Booking Holdings Inc,FXM8FAOHMYDIPD38UZ17,"Booking Holdings, Inc",09857L108,10428,NS,,USD,57396337.68,,0.904341985361,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287865,Cisco Systems Inc,549300LKFJ962MZ46593,"Cisco Systems, Inc",17275R102,1086244,NS,,USD,73951491.52,,1.165186514764,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287729,Valero Energy Corp,549300XTO5VR8SKV1V74,Valero Energy Corp,91913Y100,489407,NS,,USD,67200475.17,,1.058816879071,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287835,Emerson Electric Co,FGLT0EWZSUIRRITFOA30,Emerson Electric Co,291011104,684452,NS,,USD,99594610.52,,1.569221860653,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287850,Trane Technologies PLC,549300BURLR9SLYY2705,Trane Technologies plc,G8994E103,55100,NS,,USD,24138208,,0.3803238295,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287689,Cigna Group/The,549300VIWYMSIGT1U456,Cigna Group,125523100,226916,NS,,USD,60672800.08,,0.95596622885,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287823,Intercontinental Exchange Inc,5493000F4ZO33MV32P92,"Intercontinental Exchange, Inc",45866F104,520034,NS,,USD,96117884.22,,1.514442240702,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287840,Exxon Mobil Corp,J3WHBG0MTS7O8ZVMDC91,Exxon Mobil Corp,30231G102,1148918,NS,,USD,128265205.52,,2.02095839737,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287655,Abbott Laboratories,HQD377W2YR662HK5JX27,Abbott Laboratories,002824100,885677,NS,,USD,111763580.63,,1.760957275035,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287776,Berkshire Hathaway Inc,5493000C01ZX7D35SD85,"Berkshire Hathaway, Inc",084670702,316056,NS,,USD,149140505.28,,2.349871543976,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287832,Ameren Corp,XRZQ5S7HYJFPHJ78L959,Ameren Corp,023608102,613272,NS,,USD,62020197.36,,0.977195944551,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287770,Chubb Ltd,E0JAN6VLUDI1HITHT809,Chubb Ltd,H1467J104,287990,NS,,USD,76616859.6,,1.207182299837,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287678,Federal Farm Credit Discount Notes,,Federal Farm Credit Discount Notes,313313LL0,5000000,PA,,USD,4977087.5,,0.078419449271,Long,STIV,,USGSE,,US,N,2,
0001084380-25-000126,155287711,PNC Financial Services Group Inc/The,CFGNEKW0P8842LEUIA51,"PNC Financial Services Group, Inc",693475105,391124,NS,,USD,74419163.48,,1.17255519726,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287693,Linde PLC,5299003QR1WT0EF88V51,Linde plc,G54950103,247498,NS,,USD,113913429.48,,1.794830491617,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287882,UnitedHealth Group Inc,549300GHBMY8T5GXDE41,"UnitedHealth Group, Inc",91324P102,299703,NS,,USD,74793880.68,,1.178459275992,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287829,Chevron Corp,,Chevron Corp,166764100,426480,NS,,USD,64671427.2,,1.018968966212,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287685,Boeing Co/The,RVHJWBXLJ1RFUBSY1F30,Boeing Co,097023105,489319,NS,,USD,108550526.96,,1.710332105339,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287782,American Express Co,R4PP93JZOLY261QX3811,American Express Co,025816109,309885,NS,,USD,92751679.35,,1.461404006586,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287785,Walt Disney Co/The,549300GZKULIZ0WOW665,Walt Disney Co,254687106,944226,NS,,USD,112466758.86,,1.772036616023,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287674,American International Group Inc,ODVCVCQG2BP6VHV36M30,"American International Group, Inc",026874784,1035656,NS,,USD,80397975.28,,1.266757906908,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287715,Duke Energy Corp,I1BZKREC126H0VB1BL91,Duke Energy Corp,26441C204,739724,NS,,USD,89980027.36,,1.417733602434,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287696,Danaher Corp,S4BKK9OTCEWQ3YHPFM11,Danaher Corp,235851102,342709,NS,,USD,67568506.44,,1.064615613674,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287746,Goldman Sachs Group Inc/The,784F5XWPLTWKTBV3E584,"Goldman Sachs Group, Inc",38141G104,158148,NS,,USD,114434311.32,,1.803037553886,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287809,Blackrock Inc,529900VBK42Y5HHRMD23,"BlackRock, Inc",09290D101,84267,NS,,USD,93200144.67,,1.468470067493,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287820,JPMorgan Chase & Co,8I5DZWZKVSZI1NUHU748,JPMorgan Chase & Co,46625H100,882652,NS,,USD,261476828.48,,4.119853003721,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287837,Marsh & McLennan Cos Inc,549300XMP3KDCKJXIU47,"Marsh & McLennan Cos, Inc",571748102,401314,NS,,USD,79941748.8,,1.259569560449,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287635,Microsoft Corp,INR2EJN1ERAN0W5ZP974,Microsoft Corp,594918104,145949,NS,,USD,77863791.5,,1.226829073754,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287719,Amazon.com Inc,ZXTILKJKG63JELOEG630,"Amazon.com, Inc",023135106,618272,NS,,USD,144743657.92,,2.280594411817,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287643,Prologis Inc,529900DFH19P073LZ636,"Prologis, Inc",74340W103,786679,NS,,USD,84001583.62,,1.323536691973,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287732,Parker-Hannifin Corp,5493002CONDB4N2HKI23,Parker-Hannifin Corp,701094104,149141,NS,,USD,109156297.9,,1.719876688089,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287761,O'Reilly Automotive Inc,549300K2RLMQL149Q332,"O'Reilly Automotive, Inc",67103H107,732505,NS,,USD,72019891.6,,1.134752048434,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287798,Elevance Health Inc,8MYN82XMYQH89CTMTH67,"Elevance Health, Inc",036752103,174975,NS,,USD,49531923,,0.780429542984,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287879,Walmart Inc,Y87794H0US1R65VBXU25,"Walmart, Inc",931142103,1056754,NS,,USD,103540756.92,,1.631397706956,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287650,NextEra Energy Inc,254900RHL9MEUS5NKX63,"NextEra Energy, Inc",65339F101,900574,NS,,USD,63994788.44,,1.00830778356,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287670,Wells Fargo & Co,PBLD0EJDB5FWOLXP3B76,Wells Fargo & Co,949746101,1752065,NS,,USD,141269000.95,,2.22584739642,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287704,Simon Property Group Inc,529900GQL5X8H7AO3T64,"Simon Property Group, Inc",828806109,259644,NS,,USD,42527090.76,,0.670060760739,Long,EC,,CORP,,US,N,1,
0001084380-25-000126,155287807,Charles Schwab Corp/The,549300VSGCJ7E698NM85,Charles Schwab Corp,808513105,751371,NS,,USD,73431487.83,,1.156993288708,Long,EC,,CORP,,US,N,1,
