ACCESSION_NUMBER,HOLDING_ID,ISSUER_NAME,ISSUER_LEI,ISSUER_TITLE,ISSUER_CUSIP,BALANCE,UNIT,OTHER_UNIT_DESC,CURRENCY_CODE,CURRENCY_VALUE,EXCHANGE_RATE,PERCENTAGE,PAYOFF_PROFILE,ASSET_CAT,OTHER_ASSET,ISSUER_TYPE,OTHER_ISSUER,INVESTMENT_COUNTRY,IS_RESTRICTED_SECURITY,FAIR_VALUE_LEVEL,DERIVATIVE_CAT
0001752724-25-207047,152968243,Uni-President Enterprises Corp,254900DAXBDMVEXU5959,Uni-President Enterprises Corp,Y91475106,1038450,NS,,TWD,2878481.02,29.212,0.009029792261,Long,EC,,CORP,,TW,N,2,
0001752724-25-207047,152968367,Bank of Hangzhou Co Ltd,300300C1092033000075,Bank of Hangzhou Co Ltd,Y0R98A104,78900,NS,,CNY,185244.39,7.1655,0.000581111477,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152967521,FSN E-Commerce Ventures Ltd,335800X5BJYC18NHDQ91,FSN E-Commerce Ventures Ltd,Y2R5BZ117,121836,NS,,INR,296191.56,85.76,0.000929152646,Long,EC,,CORP,,IN,N,2,
0001752724-25-207047,152969775,United States Treasury Bill,254900HROIFWPRGM1V77,United States Treasury Bill,912797QA8,25000000,PA,,USD,24959628.5,,0.078298331204,Long,STIV,,UST,,US,N,2,
0001752724-25-207047,152970902,Kunlun Tech Co Ltd,300300AMV45UQEH2Z513,Kunlun Tech Co Ltd,Y0R7Z5109,17300,NS,,CNY,81263.57,7.1655,0.000254923742,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968815,ABB India Ltd,5493001BUNB8WEF9JI21,ABB Ltd India,Y0005K103,11741,NS,,INR,832826.55,85.76,0.002612576106,Long,EC,,CORP,,IN,N,2,
0001752724-25-207047,152967530,Catcher Technology Co Ltd,5299006PRSCU66N5JF55,Catcher Technology Co Ltd,Y1148A101,136189,NS,,TWD,988904.9,29.212,0.003102193744,Long,EC,,CORP,,TW,N,2,
0001752724-25-207047,152970255,GE Vernova Inc,254900DP080RU6OK2553,"GE Vernova, Inc",36828A101,41040,NS,,USD,21716316,,0.068124062932,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152969557,Zhejiang Sanhua Intelligent Controls Co Ltd,8368003UTQ4F88XERZ23,Zhejiang Sanhua Intelligent Controls Co Ltd,Y9890L126,24800,NS,,CNY,91409.12,7.1655,0.000286750323,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152967316,Novonesis (Novozymes) B,529900T6WNZXD2R3JW38,Novozymes A.S.,K7317J133,76213,NS,,DKK,5471855.26,6.33375,0.01716520482,Long,EC,,CORP,,DK,N,2,
0001752724-25-207047,152970282,Luxshare Precision Industry Co Ltd,300300QLLDUELXN16530,Luxshare Precision Industry Co Ltd,Y7744X106,95509,NS,,CNY,462767.96,7.1655,0.001451702656,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970719,Bank of the Philippine Islands,549300UW4UH6XT2X8C50,Bank of the Philippine Islands,Y0967S169,460434,NS,,PHP,1062602.88,56.33,0.003333384238,Long,EC,,CORP,,PH,N,1,
0001752724-25-207047,152970136,Huaxia Bank Co Ltd,300300AKNDEHIGVDZW37,Huaxia Bank Co Ltd,Y37467118,166200,NS,,CNY,183506.44,7.1655,0.00057565953,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152969100,Huatai Securities Co Ltd,3003009ABT0UCWO79Q77,Huatai Securities Co Ltd (Class A),Y37426106,95300,NS,,CNY,237075.03,7.1655,0.000743704146,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970780,Kuaishou Technology,300300FCDZBE6UP9ED24,Kuaishou Technology,G53263102,578000,NS,,HKD,4691965.43,7.84995,0.014718691155,Long,EC,,CORP,,HK,Y,2,
0001752724-25-207047,152969482,Alibaba Group Holding Ltd,5493001NTNQJDH60PM02,Alibaba Group Holding Ltd (ADR),01609W102,750676,NS,,USD,85134165.16,,0.267065796292,Long,EC,,CORP,,CN,N,1,
0001752724-25-207047,152970051,Barwa Real Estate Co,,Barwa Real Estate Co,M1995R101,466783,NS,,QAR,355950.82,3.641,0.001116617388,Long,EC,,CORP,,QA,N,2,
0001752724-25-207047,152967674,NU Holdings Ltd/Cayman Islands,5493002DG1RHWK9W2X27,NU Holdings Ltd,G6683N103,688866,NS,,USD,9451241.52,,0.029648535787,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152969640,Adyen NV,724500973ODKK3IFQ447,Adyen NV,N3501V104,73122,NS,,EUR,134291260.02,.848932,0.421271556783,Long,EC,,CORP,,NL,Y,2,
0001752724-25-207047,152969020,Alchip Technologies Ltd,529900HKE9RIY07SLX84,Alchip Technologies Ltd,G02242108,16299,NS,,TWD,1728214.47,29.212,0.005421407172,Long,EC,,CORP,,TW,N,2,
0001752724-25-207047,152969285,CCOOP Group Co Ltd,30030095OU2G4MML7E28,CCOOP Group Co Ltd,Y97225109,266200,NS,,CNY,86271.69,7.1655,0.00027063421,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968400,Advanced Info Service PCL,529900DU2YW1NO5RMU78,Advanced Info Service PCL,641259908,246600,NS,,THB,2101225.05,32.50875,0.006591541011,Long,EC,,CORP,,TH,N,1,
0001752724-25-207047,152967439,Zheshang Securities Co Ltd,300300E1009033000054,Zheshang Securities Co Ltd,Y989BG109,50000,NS,,CNY,76181.27,7.1655,0.000238980572,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970738,Lingyi iTech Guangdong Co,300300NKC44D46I52N38,Lingyi iTech Guangdong Co,Y446BS104,81900,NS,,CNY,98293.04,7.1655,0.000308345174,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968755,Bestechnic Shanghai Co Ltd,,Bestechnic Shanghai Co Ltd,Y0S239106,1569,NS,,CNY,76216.7,7.1655,0.000239091716,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968059,Contemporary Amperex Technology Co Ltd,300300KINDY1K0E9I032,Contemporary Amperex Technology Co Ltd,Y1R48E113,13523,NS,,HKD,567108.27,7.84995,0.001779018111,Long,EC,,CORP,,HK,N,1,
0001752724-25-207047,152969349,Freddie Mac Discount Notes,S6XOOCT0IEG5ABCC6L87,Freddie Mac Discount Notes,313397JS1,2000000,PA,,USD,1993513.34,,0.006253649478,Long,STIV,,USGSE,,US,N,2,
0001752724-25-207047,152969716,SK Square Co Ltd,,SK Square Co Ltd,Y8T6X4107,20311,NS,,KRW,2729981.16,1349.6,0.008563948339,Long,EC,,CORP,,KR,N,2,
0001752724-25-207047,152967988,Advantest Corp,353800EMK32PDKS9XR54,Advantest Corp,J00210104,1108200,NS,,JPY,82151967.97,144.005,0.257710646503,Long,EC,,CORP,,JP,N,2,
0001752724-25-207047,152968806,Metropolitan Bank & Trust Co,549300SQYI82RVWFN715,Metropolitan Bank & Trust,Y6028G136,392723,NS,,PHP,505460.97,56.33,0.001585630589,Long,EC,,CORP,,PH,N,2,
0001752724-25-207047,152968849,China Construction Bank Corp,5493001KQW6DM7KEDR62,China Construction Bank Corp - H,Y1397N101,20697509,NS,,HKD,20944768.03,7.84995,0.065703717674,Long,EC,,CORP,,HK,N,2,
0001752724-25-207047,152967631,Cia Paranaense de Energia - Copel,2549001AS1I9A71VG663,Cia Paranaense de Energia,P30557139,246904,NS,,BRL,566237.29,5.4331,0.001776285847,Long,EC,,CORP,,BR,N,1,
0001752724-25-207047,152968167,China XD Electric Co Ltd,300300HKOTURRVW8R464,China XD Electric Co Ltd,Y1565A105,80500,NS,,CNY,69017.21,7.1655,0.000216506923,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970139,Unigroup Guoxin Microelectronics Co Ltd,,Unigroup Guoxin Microelectronics Co Ltd,Y8488J105,10899,NS,,CNY,100270.65,7.1655,0.000314548935,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152969323,First Quantum Minerals Ltd,549300I7UVBGWRYMYZ18,First Quantum Minerals Ltd,335934105,153363,NS,,CAD,2724326.03,1.36175,0.008546208202,Long,EC,,CORP,,CA,N,1,
0001752724-25-207047,152968180,Huaibei Mining Holdings Co Ltd,,Huaibei Mining Holdings Co Ltd,Y013A7109,51400,NS,,CNY,81362.34,7.1655,0.000255233584,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152967451,Hunan Valin Steel Co Ltd,3003007J7HWD6GTNJ656,Hunan Valin Steel Co Ltd,Y3767Q102,94200,NS,,CNY,57868.47,7.1655,0.000181533336,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152967394,MISC Bhd,9845002055U77FF6B972,MISC Bhd,Y6080H105,282508,NS,,MYR,509430.26,4.2105,0.001598082248,Long,EC,,CORP,,MY,N,2,
0001752724-25-207047,152967841,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,836800HTWRBAQJRAQ344,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,Y9890Q109,2800,NS,,CNY,78171.64,7.1655,0.000245224361,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968811,Agree Realty Corp,,Agree Realty Corp,008492100,14708,NS,,USD,1074566.48,,0.00337091404,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152968043,,,MUFG BK LTD 08/25 VAR,55381BHS0,1000000,PA,,USD,1000000,,0.003136999062,Long,STIV,,CORP,,US,N,2,
0001752724-25-207047,152969650,SD Guthrie Bhd,,Sime Darby Plantation Bhd,Y7962H106,432600,NS,,MYR,477009.39,4.2105,0.001496378009,Long,EC,,CORP,,MY,N,2,
0001752724-25-207047,152969389,Haisco Pharmaceutical Group Co Ltd,300300GRLH34A8GPJ639,Haisco Pharmaceutical Group Co Ltd,Y9726U100,13800,NS,,CNY,81375.19,7.1655,0.000255273894,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970733,Barito Pacific Tbk PT,254900CLXCIVO1KCF078,Barito Pacific Tbk PT,Y71198124,5147926,NS,,IDR,526818.47,16235,0.001652629046,Long,EC,,CORP,,ID,N,2,
0001752724-25-207047,152969675,Elm Co,,Elm Co,M3046F102,5114,NS,,SAR,1365482.14,3.7505,0.004283516193,Long,EC,,CORP,,SA,N,2,
0001752724-25-207047,152967442,Yunnan Energy New Material Co Ltd,,Yunnan Energy New Material Co Ltd,Y9881M109,8400,NS,,CNY,34363.7,7.1655,0.000107798894,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970438,Sherwin-Williams Co/The,Z15BMIOX8DDH0X2OBP21,Sherwin-Williams Co,824348106,11461,NS,,USD,3935248.96,,0.012344872298,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152968135,Interconexion Electrica SA ESP,5493007GMWK7ZHVQ5362,Interconexion Electrica S.A. ESP,P5624U101,98464,NS,,COP,476743.88,4085.25,0.001495545104,Long,EC,,CORP,,CO,N,1,
0001752724-25-207047,152968378,Amadeus IT Group SA,9598004A3FTY3TEHHN09,Amadeus IT Holding S.A.,E04648114,301085,NS,,EUR,25436587.05,.848932,0.079794549728,Long,EC,,CORP,,ES,N,2,
0001752724-25-207047,152969419,Nanjing Iron & Steel Co Ltd,3003008359D7IKHZ7Q78,Nanjing Iron & Steel Co Ltd,Y62041101,91000,NS,,CNY,53351.55,7.1655,0.000167363762,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968110,Standard Bank Group Ltd,2549003PEZXUT7MDBU41,Standard Bank Group Ltd,S80605140,284812,NS,,ZAR,3656879.47,17.70375,0.011471627469,Long,EC,,CORP,,ZA,N,2,
0001752724-25-207047,152968444,Formosa Plastics Corp,254900KM6G17UTG1QN82,Formosa Plastics Corp,Y26095102,885000,NS,,TWD,1056054.58,29.212,0.003312842227,Long,EC,,CORP,,TW,N,2,
0001752724-25-207047,152969974,Bank of Chengdu Co Ltd,30030030JPOKGL9K5418,Bank of Chengdu Co Ltd,Y0R95C103,50700,NS,,CNY,142247.98,7.1655,0.000446231779,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970337,Zhejiang Supor Co Ltd,,Zhejiang Supor Co Ltd,Y98925103,5600,NS,,CNY,40954.41,7.1655,0.000128473945,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968577,Jinko Solar Co Ltd,300300RHCPJNG9KTKT10,Jinko Solar Co Ltd,Y4S532106,130215,NS,,CNY,94368.43,7.1655,0.000296033676,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152967593,Bank of Beijing Co Ltd,300300C1080211000042,Bank of Beijing Co Ltd,Y06958113,287900,NS,,CNY,274474.95,7.1655,0.00086102766,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970395,Jiangsu Hengrui Pharmaceuticals Co Ltd,2549003BT1XS3SE3E448,Jiangsu Hengrui Pharmaceuticals Co Ltd,Y4446S105,32882,NS,,CNY,238197.78,7.1655,0.000747226212,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968261,Chipotle Mexican Grill Inc,,"Chipotle Mexican Grill, Inc (Class A)",169656105,206660,NS,,USD,11603959,,0.036401608504,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152967566,Wintime Energy Group Co Ltd,300300W8M7JY3INMAS32,Wintime Energy Group Co Ltd,Y9649L104,378400,NS,,CNY,70769.01,7.1655,0.000222002318,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968842,Yunnan Yuntianhua Co Ltd,,Yunnan Yuntianhua Co Ltd,Y9882C100,24081,NS,,CNY,73855.62,7.1655,0.00023168501,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152969893,Sumitomo Realty & Development Co Ltd,353800SO2DCLOI3LNZ64,Sumitomo Realty & Development Co Ltd,J77841112,20,NS,,JPY,772.39,144.005,2.422986e-06,Long,EC,,CORP,,JP,N,2,
0001752724-25-207047,152967332,Bank Mandiri Persero Tbk PT,549300RSKQN4Z5ZSGH94,PT Bank Mandiri Persero Tbk,Y7123S108,8010094,NS,,IDR,2406107,16235,0.007547955403,Long,EC,,CORP,,ID,N,2,
0001752724-25-207047,152969690,Mitsui Fudosan Co Ltd,353800ND4ZKNZDYKMF33,Mitsui Fudosan Co Ltd,J4509L101,30750,NS,,JPY,297693.21,144.005,0.00093386332,Long,EC,,CORP,,JP,N,2,
0001752724-25-207047,152969346,Avary Holding Shenzhen Co Ltd,30030067AGXAJK5FRS12,Avary Holding Shenzhen Co Ltd,Y0R9JY100,33800,NS,,CNY,151288.56,7.1655,0.00047459207,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968673,Pop Mart International Group Ltd,9845000A05E8F937E337,Pop Mart International Group Ltd,G7170M103,115970,NS,,HKD,3950999.31,7.84995,0.012394281131,Long,EC,,CORP,,HK,Y,2,
0001752724-25-207047,152970134,Supreme Industries Ltd,33580094NA85GD34LN25,Supreme Industries Ltd,Y83139140,14018,NS,,INR,717971.49,85.76,0.002252275891,Long,EC,,CORP,,IN,N,2,
0001752724-25-207047,152969627,Changzhou Xingyu Automotive Lighting Systems Co Ltd,,Changzhou Xingyu Automotive Lighting Systems Co Ltd,Y1297L106,2700,NS,,CNY,47104.6,7.1655,0.000147767086,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968392,Shandong Sun Paper Industry JSC Ltd,3003003IDX6WN6H5CH12,Shandong Sun Paper Industry JSC Ltd,Y7681V105,43600,NS,,CNY,81925.93,7.1655,0.000257001565,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970211,Shanghai Baosight Software Co Ltd,,Shanghai Baosight Software Co Ltd,Y7691Z112,25798,NS,,CNY,85076.67,7.1655,0.000266885434,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152967692,China Petroleum & Chemical Corp,529900A2OB24EZ5B3J19,China Petroleum & Chemical Corp,Y15010104,5168000,NS,,HKD,2711227.75,7.84995,0.008505118909,Long,EC,,CORP,,HK,N,2,
0001752724-25-207047,152967737,Molina Healthcare Inc,549300NQQCEQ46YHZ591,"Molina Healthcare, Inc",60855R100,4898,NS,,USD,1459114.2,,0.004577239877,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152970884,Coca-Cola Europacific Partners PLC,549300LTH67W4GWMRF57,Coca-Cola Europacific Partners plc,G25839104,324451,NS,,USD,30083096.72,,0.094370646207,Long,EC,,CORP,,GB,N,1,
0001752724-25-207047,152968822,NIKE Inc,787RXPR0UX0O0XUXPZ81,"Nike, Inc (Class B)",654106103,1407704,NS,,USD,100003292.16,,0.313710233751,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152969609,Godrej Consumer Products Ltd,335800P4GUWLGZFK2D63,Godrej Consumer Products Ltd,Y2732X135,88770,NS,,INR,1219921.65,85.76,0.003826893072,Long,EC,,CORP,,IN,N,2,
0001752724-25-207047,152969878,Bajaj Finance Ltd,335800YTEXC3DO4Z6F68,Bajaj Finance Ltd,,600780,NS,,INR,6561330.15,85.76,0.020582886529,Long,EC,,CORP,,IN,N,2,
0001752724-25-207047,152969505,China Overseas Land & Investment Ltd,529900I6W35GYKRIZ151,China Overseas Land & Investment Ltd,Y15004107,808435,NS,,HKD,1409259.07,7.84995,0.004420844381,Long,EC,,CORP,,HK,N,2,
0001752724-25-207047,152970473,Sun Hung Kai Properties Ltd,529900LUMD393RD3S874,Sun Hung Kai Properties Ltd,Y82594121,380500,NS,,HKD,4384518.04,7.84995,0.01375422898,Long,EC,,CORP,,HK,N,2,
0001752724-25-207047,152970770,JD Logistics Inc,655600LWTFVMV3E2A890,"JD Logistics, Inc",G5074S101,441702,NS,,HKD,742577.2,7.84995,0.00232946398,Long,EC,,CORP,,HK,Y,2,
0001752724-25-207047,152968912,WUS Printed Circuit Kunshan Co Ltd,,WUS Printed Circuit Kunshan Co Ltd,Y9716K104,24210,NS,,CNY,144189.16,7.1655,0.000452321259,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152967981,Cameco Corp,N4BHALMXL3GMZKCUON55,Cameco Corp,13321L108,94124,NS,,CAD,6990093.72,1.36175,0.021927917446,Long,EC,,CORP,,CA,N,1,
0001752724-25-207047,152970023,Intercontinental Exchange Inc,5493000F4ZO33MV32P92,"Intercontinental Exchange, Inc",45866F104,64345,NS,,USD,11805377.15,,0.037033457051,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152967605,Nedbank Group Ltd,3789009E42FA3CB31065,Nedbank Group Ltd,S5518R104,100350,NS,,ZAR,1377678.03,17.70375,0.004321774688,Long,EC,,CORP,,ZA,N,1,
0001752724-25-207047,152968757,Oppein Home Group Inc,6556007044PK3S44WF71,"Oppein Home Group, Inc",Y6440T104,5840,NS,,CNY,46029.3,7.1655,0.00014439387,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152969883,Carlsberg AS,5299001O0WJQYB5GYZ19,Carlsberg AS (Class B),K36628137,115139,NS,,DKK,16313272.34,6.33375,0.051174720036,Long,EC,,CORP,,DK,N,2,
0001752724-25-207047,152970096,Western Mining Co Ltd,300300QBV4A9N1NDK519,Western Mining Co Ltd,Y9535G102,16000,NS,,CNY,37174.67,7.1655,0.000116616904,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152967293,Veolia Environnement SA,969500LENY69X51OOT31,Veolia Environnement,F9686M107,818044,NS,,EUR,29205713.17,.848932,0.091618294833,Long,EC,,CORP,,FR,N,2,
0001752724-25-207047,152968362,Ningxia Baofeng Energy Group Co Ltd,300300G6CBIVJWQ4IC71,Ningxia Baofeng Energy Group Co Ltd,Y6S057109,95449,NS,,CNY,214987.71,7.1655,0.000674416244,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152970243,Magellan Financial Group Ltd,549300X5WFW6USQQ9U26,Magellan Financial Group Ltd,,3698,NS,,AUD,104.65,1.51941,3.28286e-07,Long,DE,,CORP,,AU,N,1,WAR
0001752724-25-207047,152968900,Taiwan High Speed Rail Corp,,Taiwan High Speed Rail Corp,Y8421F103,372000,NS,,TWD,359669.19,29.212,0.001128281911,Long,EC,,CORP,,TW,N,2,
0001752724-25-207047,152968416,Stryker Corp,5493002F0SC4JTBU5137,Stryker Corp,863667101,258697,NS,,USD,102348294.11,,0.32106650267,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152967422,Fomento Economico Mexicano SAB de CV,549300A8MDWDJNMLV153,Fomento Economico Mexicano S.A. de C.V.,P4182H115,374100,NS,,MXN,3851747.72,18.7645,0.012082928986,Long,EC,,CORP,,MX,N,1,
0001752724-25-207047,152970215,Jollibee Foods Corp,2138009XN3KTAAKUPR35,Jollibee Foods Corp,Y4466S100,104148,NS,,PHP,399478.95,56.33,0.001253165091,Long,EC,,CORP,,PH,N,2,
0001752724-25-207047,152967735,Celltrion Inc,988400JFZG785WJX3D68,"Celltrion, Inc",Y1242A106,34795,NS,,KRW,4105807.69,1349.6,0.012879914874,Long,EC,,CORP,,KR,N,2,
0001752724-25-207047,152970081,Info Edge India Ltd,335800MXUVHTBF9DEC78,Info Edge India Ltd,,77400,NS,,INR,1343788.04,85.76,0.004215461821,Long,EC,,CORP,,IN,N,2,
0001752724-25-207047,152968982,Bank Al-Jazira,558600FGNP3JML7WY215,Bank Al-Jazira,M0R43T102,126392,NS,,SAR,433003.49,3.7505,0.001358331542,Long,EC,,CORP,,SA,N,2,
0001752724-25-207047,152970832,China Life Insurance Co Ltd,549300J6TFLDXGH6S048,China Life Insurance Co Ltd,Y1477R204,1622351,NS,,HKD,3914677.3,7.84995,0.01228033902,Long,EC,,CORP,,HK,N,2,
0001752724-25-207047,152969573,,,COMMONWEALTH BK AUSTRALIA 10/25 VAR,20272FBT1,1000000,PA,,USD,1000000,,0.003136999062,Long,STIV,,CORP,,US,N,2,
0001752724-25-207047,152967625,Alphabet Inc,5493006MHB84DD0ZWV18,"Alphabet, Inc (Class A)",02079K305,1289654,NS,,USD,227275724.42,,0.712963734432,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152967404,Hyundai Motor Co,9884004RQX8PRBXQ8S60,Hyundai Motor Co,Y38472109,29150,NS,,KRW,4377088.11,1349.6,0.013730921297,Long,EC,,CORP,,KR,N,2,
0001752724-25-207047,152968707,Aspen Pharmacare Holdings Ltd,635400ZYSN1IRD5QWQ94,Aspen Pharmacare Holdings Ltd,S0754A105,211143,NS,,ZAR,1425092.26,17.70375,0.004470513083,Long,EC,,CORP,,ZA,N,1,
0001752724-25-207047,152970242,China Ruyi Holdings Ltd,984500976440498D1C06,China Ruyi Holdings Ltd,G4404N114,1859245,NS,,HKD,599225.45,7.84995,0.001879769674,Long,EC,,CORP,,HK,N,1,
0001752724-25-207047,152969873,RELX PLC,549300WSX3VBUFFJOO66,RELX plc,G7493L105,385455,NS,,GBP,20890761.75,.728518,0.065534300024,Long,EC,,CORP,,GB,N,2,
0001752724-25-207047,152970312,KGI Financial Holding Co Ltd,213800CVM61O866CGD19,China Development Financial Holding Corp,Y1460P108,3413844,NS,,TWD,1751091.03,29.212,0.005493170919,Long,EC,,CORP,,TW,N,2,
0001752724-25-207047,152967346,Tata Consumer Products Ltd,335800LOXFWU8ZQJMD12,Tata Consumer Products Ltd,Y85484130,128932,NS,,INR,1652598.78,85.76,0.005184200823,Long,EC,,CORP,,IN,N,2,
0001752724-25-207047,152968114,Pidilite Industries Ltd,335800APXGEBZ349GN74,Pidilite Industries Ltd,Y6977T139,33411,NS,,INR,1190709.64,85.76,0.003735255024,Long,EC,,CORP,,IN,N,2,
0001752724-25-207047,152967312,Jiangsu Zhongtian Technology Co Ltd,3003006LG5TV3D5D3508,Jiangsu Zhongtian Technology Co Ltd,Y444E8100,47500,NS,,CNY,96005.34,7.1655,0.000301168661,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152969251,Roivant Sciences Ltd,549300DL466NY5J6U724,Roivant Sciences Ltd,G76279101,707027,NS,,USD,7968194.29,,0.024996218017,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152969258,China Shenhua Energy Co Ltd,529900N9JOX4C108MA40,China Shenhua Energy Co Ltd - H,Y1504C113,728316,NS,,HKD,2830170.59,7.84995,0.008878242487,Long,EC,,CORP,,HK,N,2,
0001752724-25-207047,152970431,Changchun High-Tech Industry Group Co Ltd,300300X04OTKZG18WD66,"Changchun High & New Technology Industry Group, Inc",Y1293Q109,2000,NS,,CNY,27700.45,7.1655,8.6896285e-05,Long,EC,,CORP,,CN,N,2,
0001752724-25-207047,152968462,FedEx Corp,549300E707U7WNPZN687,FedEx Corp,31428X106,218242,NS,,USD,49608589.02,,0.155622097247,Long,EC,,CORP,,US,N,1,
0001752724-25-207047,152968593,Nintendo Co Ltd,353800FEEXU6I9M0ZF27,Nintendo Co Ltd,J51699106,995700,NS,,JPY,95616855.07,144.005,0.299949984712,Long,EC,,CORP,,JP,N,2,
0001752724-25-207047,152968030,KOC Holding AS,7890005U0H950VH19H45,KOC Holding AS,M63751107,164254,NS,,TRY,635670.04,39.81775,0.001994096319,Long,EC,,CORP,,TR,N,2,
0001752724-25-207047,152967582,,,Canadian Imperial Bank of Commerce,13606DJR4,1000000,PA,,USD,1000000,,0.003136999062,Long,STIV,,CORP,,US,N,2,
