ACCESSION_NUMBER,HOLDING_ID,ISSUER_NAME,ISSUER_LEI,ISSUER_TITLE,ISSUER_CUSIP,BALANCE,UNIT,OTHER_UNIT_DESC,CURRENCY_CODE,CURRENCY_VALUE,EXCHANGE_RATE,PERCENTAGE,PAYOFF_PROFILE,ASSET_CAT,OTHER_ASSET,ISSUER_TYPE,OTHER_ISSUER,INVESTMENT_COUNTRY,IS_RESTRICTED_SECURITY,FAIR_VALUE_LEVEL,DERIVATIVE_CAT
0000736054-25-000079,155063752,Hanwha Solutions Corp,549300M2V0ZS71BRNR68,HANWHA SOLUTIONS,,1516828,NS,,KRW,33206556.37,.000721,0.006570192806,Long,EC,,CORP,,KR,N,2,
0000736054-25-000079,155042831,Shanghai Haixin Group Co,300300PV8RUJBDZ1RP56,SHANG HAIXIN-B,,7509733,NS,,USD,2024714.96,,0.00040060666,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155047365,Korea Investment Holdings Co Ltd,,KOREA INVESTMENT,,588110,NS,,KRW,60207177.42,.000721,0.011912489797,Long,EC,,CORP,,KR,N,2,
0000736054-25-000079,155045124,Fuan Pharmaceutical Group Co Ltd,,FUAN PHARMACEU-A,,980800,NS,,CNY,635221.46,.139026,0.000125683838,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155037716,Controladora Alpek SAB de CV,,CONTROLADORA ALP,,59818156,NS,,MXN,8593013.66,.053008,0.001700199078,Long,EC,,CORP,,MX,N,1,
0000736054-25-000079,155037861,Organo Corp,,ORGANO CORP,,364144,NS,,JPY,22436921.37,.006631,0.004439331128,Long,EC,,CORP,,JP,N,2,
0000736054-25-000079,155035065,Kingnet Network Co Ltd,,KINGNET NETWOR-A,,1960100,NS,,CNY,4987715.34,.139026,0.00098686088,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155043522,Bet Shemesh Engines Holdings 1997 Ltd,,BET SHEMESH ENGI,,99653,NS,,ILS,18899398.23,.294343,0.003739402812,Long,EC,,CORP,,IL,N,2,
0000736054-25-000079,155060677,Greatech Technology Bhd,,GREATECH TECHNOL,,14794600,NS,,MYR,5875568.69,.234467,0.001162530035,Long,EC,,CORP,,MY,N,2,
0000736054-25-000079,155054839,Hektas Ticaret TAS,789000G8MR3GA25EEC51,HEKTAS,,52553705.882,NS,,TRY,5118210.95,.024634,0.001012680519,Long,EC,,CORP,,TR,N,2,
0000736054-25-000079,155066485,Osotspa PCL,,OSOTSPA PCL-F,,19458183,NS,,THB,10625358.57,.0306,0.002102315388,Long,EC,,CORP,,TH,N,2,
0000736054-25-000079,155062790,Sichuan Biokin Pharmaceutical Co Ltd,,SICHUAN BIOKIN P,,214916,NS,,CNY,9162715.52,.139026,0.00181291932,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155066775,Borouge PLC,2549001Z4YA6WG9MBM08,BOROUGE,,43539129,NS,,AED,31275436.62,.272253,0.006188104734,Long,EC,,CORP,,AE,N,2,
0000736054-25-000079,155044180,Far East Hospitality Trust,,FAR EAST H TRUST,,14040138,NS,,SGD,6475093.65,.770179,0.001281151024,Long,EC,,CORP,,SG,N,2,
0000736054-25-000079,155056388,United International Transportation Co,,UNITED INTERNATI,,551538,NS,,SAR,10279407.06,.266588,0.00203386601,Long,EC,,CORP,,SA,N,2,
0000736054-25-000079,155048827,Suzlon Energy Ltd,724500ZW9AZP283ZN723,SUZLON ENERGY,,157575498,NS,,INR,109938772.99,.011416,0.021752298774,Long,EC,,CORP,,IN,N,2,
0000736054-25-000079,155051326,Inaba Denki Sangyo Co Ltd,,INABA DENKI SANG,,725779,NS,,JPY,19033178.48,.006631,0.003765872345,Long,EC,,CORP,,JP,N,2,
0000736054-25-000079,155052797,Gansu Jiu Steel Group Hongxing Iron & Steel Co Ltd,3003005ULN4V7ILQUJ59,GANSU JIU STEE-A,,5012900,NS,,CNY,1225784.39,.139026,0.000242531616,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155042778,Gree Real Estate Co Ltd,300300T9ZZ59LX9SRW17,ZHUHAI ZHUMIAN G,,1853769,NS,,CNY,1487167.86,.139026,0.000294248505,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155047833,IRICO Display Devices Co Ltd,3003005EGLX0QFEGD247,IRICO DISPLAY DE,,3212768,NS,,CNY,2740147.51,.139026,0.000542160929,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155057053,HeiLongJiang ZBD Pharmaceutical Co Ltd,,HEILONGJIANG Z-A,,652262,NS,,CNY,1180364.3,.139026,0.000233544874,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155059118,Qatar Islamic Bank QPSC,254900CFGPXJI71OHT95,QATAR ISLAMIC BA,,26053436,NS,,QAR,175527047.66,.27465,0.034729483327,Long,EC,,CORP,,QA,N,2,
0000736054-25-000079,155065127,Fadu Inc,,FADU INC,,462257,NS,,KRW,3990135.44,.000721,0.000789481416,Long,EC,,CORP,,KR,N,2,
0000736054-25-000079,155063058,Noritsu Koki Co Ltd,,NORITSU KOKI CO,,807609,NS,,JPY,8444106.9,.006631,0.001670736639,Long,EC,,CORP,,JP,N,2,
0000736054-25-000079,155043356,Danel Adir Yeoshua Ltd,,DANEL (ADIR PER),,74385,NS,,ILS,10195493.19,.294343,0.002017262954,Long,EC,,CORP,,IL,N,2,
0000736054-25-000079,155055574,Osisko Gold Royalties Ltd,549300TJZTXZMPQ6K004,OR ROYALTIES INC,68390D106,122359,NS,,USD,3390567.89,,0.000670852,Long,EC,,CORP,,US,N,1,
0000736054-25-000079,155055690,Park24 Co Ltd,549300LFG2WZWCWM4M68,PARK24 CO LTD,,1828129,NS,,JPY,23086339.98,.006631,0.004567823991,Long,EC,,CORP,,JP,N,2,
0000736054-25-000079,155052438,Medytox Inc,,MEDYTOX,,73346,NS,,KRW,7719024.43,.000721,0.001527273054,Long,EC,,CORP,,KR,N,2,
0000736054-25-000079,155034541,China National Software & Service Co Ltd,3003006LDUEHU3TGWS06,CHINA NATIONAL-A,,778298,NS,,CNY,5107929.84,.139026,0.001010646316,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155063638,Cisarua Mountain Dairy PT TBK,,CISARUA MOUNTAIN,,22390958,NS,,IDR,6789571.56,.000061,0.001343373089,Long,EC,,CORP,,ID,N,2,
0000736054-25-000079,155044729,Sinotruk Hong Kong Ltd,529900BB4WA4W576X724,SINOTRUK HK LTD,,9491975,NS,,HKD,28927302.57,.127389,0.005723506922,Long,EC,,CORP,,HK,N,2,
0000736054-25-000079,155061326,Penta-Ocean Construction Co Ltd,529900QN42Q9UIW3AS17,PENTA-OCEAN CONS,,4052719,NS,,JPY,26226713.17,.006631,0.005189172893,Long,EC,,CORP,,JP,N,2,
0000736054-25-000079,155057923,NKT A/S,529900197LKWCEQ0NL18,NKT A/S,,780258,NS,,DKK,68641492.74,.152888,0.013581289091,Long,EC,,CORP,,DK,N,2,
0000736054-25-000079,155060042,Bajaj Holdings & Investment Ltd,335800NL7NWD9IPOHL48,BAJAJ HOLDINGS A,,385271,NS,,INR,61174423.17,.011416,0.012103867397,Long,EC,,CORP,,IN,N,2,
0000736054-25-000079,155039919,Ramkrishna Forgings Ltd,335800DCYR2328NWUC07,RAMKRISHNA FORGI,,1180232,NS,,INR,7822173.5,.011416,0.001547681954,Long,EC,,CORP,,IN,N,2,
0000736054-25-000079,155049365,Russel Metals Inc,5493005F9VPHFO17OV54,RUSSEL METALS,781903604,826731,NS,,CAD,26479735.7,.721709,0.005239235501,Long,EC,,CORP,,CA,N,1,
0000736054-25-000079,155051233,Shenzhen Longsys Electronics Co Ltd,,SHENZHEN LONGS-A,,322315,NS,,CNY,3975454.59,.139026,0.000786576688,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155049239,Zydus Wellness Ltd,335800YCS4FG8P1D1Y21,ZYDUS WELLNESS,,235774,NS,,INR,5451493.45,.011416,0.001078623228,Long,EC,,CORP,,IN,N,2,
0000736054-25-000079,155051543,Israel Discount Bank Ltd,549300XWZ7BG5G23OF51,ISRAEL DISCOUN-A,465074201,17850538,NS,,ILS,170714205.64,.294343,0.033777222585,Long,EC,,CORP,,IL,N,2,
0000736054-25-000079,155054393,Celltrion Pharm Inc,,CELLTRION PHARM,,279578,NS,,KRW,10748978.09,.000721,0.002126774536,Long,EC,,CORP,,KR,N,2,
0000736054-25-000079,155040123,Infortrend Technology Inc,,INFORTREND TECH,,2595873,NS,,TWD,1820089.45,.033504,0.000360119805,Long,EC,,CORP,,TW,N,2,
0000736054-25-000079,155055999,Clevo Co,213800XWRMJ4LU8URV21,CLEVO COMPANY,,4695546,NS,,TWD,6944756.3,.033504,0.001374077678,Long,EC,,CORP,,TW,N,2,
0000736054-25-000079,155053903,YEO Teknoloji Enerji VE Endustri AS,789000MSGUAZI3IEHI98,YEO TEKNOLOJI EN,,1986116,NS,,TRY,2012189.36,.024634,0.000398128366,Long,EC,,CORP,,TR,N,2,
0000736054-25-000079,155054570,Inner Mongolia Yili Industrial Group Co Ltd,3003002Q2A863JPQFH06,INNER MONG YIL-A,,5912978,NS,,CNY,22509191.53,.139026,0.004453630379,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155034977,New Issuer: BB Company ID:51090663,,INTEA FASTIGHETE,,769815,NS,,SEK,5994826.15,.102153,0.001186126113,Long,EC,,CORP,,SE,N,2,
0000736054-25-000079,155037290,Rheon Automatic Machinery Co Ltd,,RHEON AUTOMATIC,,281044,NS,,JPY,2571867.18,.006631,0.000508865269,Long,EC,,CORP,,JP,N,2,
0000736054-25-000079,155066011,Telecom Italia SpA/Milano,549300W384M3RI3VXU42,TELECOM ITAL-RSP,,65157901,NS,,EUR,33554829.26,1.1412,0.006639101488,Long,EC,,CORP,,IT,N,2,
0000736054-25-000079,155043468,Indocement Tunggal Prakarsa Tbk PT,529900U7IH8JW3FMGM30,INDOCEMENT TUNGG,,14275564,NS,,IDR,4542110.92,.000061,0.000898694346,Long,EC,,CORP,,ID,N,2,
0000736054-25-000079,155052142,Bajaj Auto Ltd,335800DLAO5NCNN8G863,BAJAJ AUTO LTD,,965784,NS,,INR,87932118.19,.011416,0.017398099457,Long,EC,,CORP,,IN,N,2,
0000736054-25-000079,155044609,JK Tyre & Industries Ltd,33580099JDMRD3G39P82,JK TYRE & IND LT,,1618174,NS,,INR,6161579.06,.011416,0.00121911956,Long,EC,,CORP,,IN,N,2,
0000736054-25-000079,155065451,Shanghai Foreign Service Holding Group Co Ltd,300300XCXMF9W0G89651,SHANGHAI FOREI-A,,2139700,NS,,CNY,1691828.17,.139026,0.000334742246,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155053144,New Issuer: BB Company ID:70038993,,CALB GROUP CO LT,,2946800,NS,,HKD,7367811.3,.127389,0.001457782621,Long,EC,,CORP,,HK,Y,2,
0000736054-25-000079,155054615,Lulu Retail Holdings PLC,254900DCVT3654MQIF10,LULU RETAIL HOLD,,37026604,NS,,AED,12361096.34,.272253,0.002445745513,Long,EC,,CORP,,AE,N,2,
0000736054-25-000079,155046473,Wartsila OYJ Abp,743700G7A9J1PHM3X223,WARTSILA OYJ ABP,X98155116,6588885,NS,,EUR,182040587.98,1.1412,0.036018241345,Long,EC,,CORP,,FI,N,2,
0000736054-25-000079,155034892,Betta Pharmaceuticals Co Ltd,,BETTA PHARMACE-A,,384100,NS,,CNY,3428941.17,.139026,0.000678444472,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155044013,Toread Holdings Group Co Ltd,,TOREAD HOLDING-A,,971898,NS,,CNY,1171270.24,.139026,0.000231745539,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155041017,Yonyou Network Technology Co Ltd,30030017NBX3U80ANB35,YONYOU NETWORK-A,,3148985,NS,,CNY,6906796.14,.139026,0.001366566945,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155046641,Yum China Holdings Inc,529900DO9BYZ7VA3K502,YUM CHINA HOLDINGS INC - XHKG LISTING,98850P109,3990546,NS,,HKD,185281144.4,.127389,0.036659412331,Long,EC,,CORP,,HK,N,2,
0000736054-25-000079,155049038,SK Securities Co Ltd,988400DJJ9SUL3GA8E54,SK SECURITIES,,4700626,NS,,KRW,2274121.97,.000721,0.000449953907,Long,EC,,CORP,,KR,N,2,
0000736054-25-000079,155059389,Gulf Navigation Holding PJSC,984500854E13DB5DMB85,GULF NAVIGATION,,5564197,NS,,AED,9083814.39,.272253,0.001797308076,Long,EC,,CORP,,AE,N,3,
0000736054-25-000079,155054800,Ciputra Development Tbk PT,2549000JMJUYB9U5Y204,CIPUTRA DEVELOPM,,120885784,NS,,IDR,6733100.7,.000061,0.001332199861,Long,EC,,CORP,,ID,N,2,
0000736054-25-000079,155063630,Windey Energy Technology Group Co Ltd,,WINDEY ENERGY -A,,771500,NS,,CNY,1355704.27,.139026,0.000268237342,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155038862,Hong Kong Exchanges & Clearing Ltd,213800YTVSXYQN17BW16,HKEX,,17319283,NS,,HKD,937299024.84,.127389,0.18545239204,Long,EC,,CORP,,HK,N,2,
0000736054-25-000079,155056877,Perfect Presentation For Commercial Services Co,,PERFECT PRESENTA,,2092962,NS,,SAR,5986875.18,.266588,0.001184552947,Long,EC,,CORP,,SA,N,2,
0000736054-25-000079,155041347,Gan & Lee Pharmaceuticals Co Ltd,,GAN & LEE PHAR-A,,552083,NS,,CNY,4440139.02,.139026,0.00087851836,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155042601,Feng Hsin Steel Co Ltd,,FENG HSIN STEEL,,5935000,NS,,TWD,13410915.6,.033504,0.002653460967,Long,EC,,CORP,,TW,N,2,
0000736054-25-000079,155050011,Chengdu Information Technology of Chinese Academy of Sciences Co Ltd,,CHENGDU INFORMAT,,336500,NS,,CNY,1582714.3,.139026,0.000313153161,Long,EC,,CORP,,CN,N,2,
0000736054-25-000079,155047805,TTK Prestige Ltd,3358009MD92W2GHS8996,TTK PRESTIGE LTD,,538144,NS,,INR,3857602.31,.011416,0.000763258636,Long,EC,,CORP,,IN,N,2,
0000736054-25-000079,155048944,Boubyan Petrochemicals Co KSCP,,BOUBYAN PETROCH,,5476112,NS,,KWD,11560699.92,3.266373,0.002287380437,Long,EC,,CORP,,KW,N,2,
0000736054-25-000079,155048969,Internet Initiative Japan Inc,529900EOCJNAPUHDFR78,INTERNET INITIAT,,1631051,NS,,JPY,30038296.08,.006631,0.005943326209,Long,EC,,CORP,,JP,N,2,
0000736054-25-000079,155051402,China Eastern Airlines Corp Ltd,3003000KIOQE39Q7Y685,CHINA EAST AIR-H,,24939864,NS,,HKD,8985818.35,.127389,0.001777918746,Long,EC,,CORP,,HK,N,2,
